,fit_time,score_time,test_accuracy,test_f1_macro
0,28.60119915008545,10.102999925613403,0.9352589641434262,0.9343076666756709
1,29.27690100669861,10.078064203262329,0.9462151394422311,0.9452725587033417
2,29.78454303741455,10.172812223434448,0.951048951048951,0.9503959446275054
3,28.785705089569092,10.153864622116089,0.938061938061938,0.9368302459421314
4,28.676995754241943,9.904531240463257,0.919,0.9174669166734717
5,28.939802885055542,10.423142671585083,0.93993993993994,0.9398407023094313
6,29.583082914352417,10.13790488243103,0.9379379379379379,0.9377338008224889
7,29.09040069580078,10.25459361076355,0.933933933933934,0.9326883761554852
8,14.488429546356201,5.210060358047485,0.9368104312938816,0.9357416396504258
9,14.335835218429565,5.1332690715789795,0.9267068273092369,0.9254814507765285
