,fit_time,score_time,test_accuracy,test_f1_macro
0,31.769678831100464,9.99331545829773,0.9233067729083665,0.9224468965934385
1,32.18057608604431,9.492656946182251,0.9292828685258964,0.9281619096471865
2,31.929250717163086,9.492650985717773,0.9330669330669331,0.9318131782936439
3,32.49174737930298,9.19544792175293,0.926073926073926,0.9246385247640021
4,31.17826008796692,10.039191484451294,0.917,0.9156495702669533
5,32.01202988624573,9.926491022109985,0.938938938938939,0.9383602455551492
6,32.74706482887268,9.316126108169556,0.933933933933934,0.9339655889951699
7,32.09181451797485,9.869644165039062,0.9319319319319319,0.9309759137656725
8,14.149406671524048,4.928440093994141,0.925777331995988,0.924732770912779
9,14.026736497879028,4.840673208236694,0.9206827309236948,0.9191478909381466
