,fit_time,score_time,test_accuracy,test_f1_macro
0,35.9960675239563,12.964611768722534,0.9302788844621513,0.929290088008849
1,37.98347449302673,12.84395146369934,0.9432270916334662,0.9425080373133454
2,37.30329418182373,13.11454725265503,0.951048951048951,0.9501950738703314
3,36.43489360809326,13.162083387374878,0.9330669330669331,0.9318571965324212
4,37.589529275894165,12.877812147140503,0.928,0.9270876719391422
5,37.880749464035034,12.835720777511597,0.933933933933934,0.9332148841685145
6,36.22346115112305,12.847922801971436,0.9429429429429429,0.9428600594826777
7,38.0133957862854,12.833083152770996,0.9369369369369369,0.9354835579466803
8,18.772361278533936,6.493300437927246,0.9368104312938816,0.9359127013126136
9,18.602815866470337,6.54117226600647,0.927710843373494,0.9259921607870357
